doc_type	doc_id	num	date_str	description	url_metadata	lang	newspaper_id	time_ut
lk_news	2026-01-07-tamilmirrorlk-d9cf2a65	tamilmirrorlk-d9cf2a65	2026-01-07	16 வயது சிறுமி மீது துப்பாக்கிச்சூடு ; உதவியவர் சிக்கினார்	https://www.tamilmirror.lk/செய்திகள்/16-வயது-சிறுமி-மீது-துப்பாக்கிச்சூடு-உதவியவர்-சிக்கினார்/175-370708	ta	tamilmirrorlk	1767759663.0
lk_news	2026-01-07-tamilmirrorlk-57bc7eb3	tamilmirrorlk-57bc7eb3	2026-01-07	கசிப்பு பருகிய 7 பேருக்கு தொடர்ந்தும் சிகிச்சை	https://www.tamilmirror.lk/செய்திகள்/கசிப்பு-பருகிய-7-பேருக்கு-தொடர்ந்தும்-சிகிச்சை/175-370707	ta	tamilmirrorlk	1767759366.0
lk_news	2026-01-07-tamilmirrorlk-edd2876d	tamilmirrorlk-edd2876d	2026-01-07	வேலையை காட்டிய ட்ரம்ப் : வெனிசுலாவுக்கு அதிரடி உத்தரவு	https://www.tamilmirror.lk/உலக-செய்திகள்/வேலையை-காட்டிய-ட்ரம்ப்-வெனிசுலாவுக்கு-அதிரடி-உத்தரவு/50-370706	ta	tamilmirrorlk	1767759252.0
lk_news	2026-01-07-tamilmirrorlk-2a37c51c	tamilmirrorlk-2a37c51c	2026-01-07	தாய்லாந்து பிக்குவிடம் திருடிய சீனப்பிரஜை கைது	https://www.tamilmirror.lk/செய்திகள்/தாய்லாந்து-பிக்குவிடம்-திருடிய-சீனப்பிரஜை-கைது/175-370704	ta	tamilmirrorlk	1767758701.0
lk_news	2026-01-07-tamilmirrorlk-daaccb30	tamilmirrorlk-daaccb30	2026-01-07	போலந்து செல்ல முயன்ற நால்வர் கைது	https://www.tamilmirror.lk/செய்திகள்/போலந்து-செல்ல-முயன்ற-நால்வர்-கைது/175-370703	ta	tamilmirrorlk	1767758375.0
lk_news	2026-01-07-tamilmirrorlk-ae1b5944	tamilmirrorlk-ae1b5944	2026-01-07	வீதி விளக்குகளுக்கான கட்டணத்தை மக்களிடம் அறவிட முயற்சி	https://www.tamilmirror.lk/செய்திகள்/வீதி-விளக்குகளுக்கான-கட்டணத்தை-மக்களிடம்-அறவிட-முயற்சி/175-370702	ta	tamilmirrorlk	1767758152.0
lk_news	2026-01-07-bbccomsinhala-ab7b29eb	bbccomsinhala-ab7b29eb	2026-01-07	දිට්වා සුළි කුණාටුවෙන් පසු කාලගුණයේ වෙනසක්: ඔබට බලපෑමක් තිබේ ද?	https://www.bbc.com/sinhala/articles/c4g095z4pq1o	si	bbccomsinhala	1767756346.0
lk_news	2026-01-07-tamilmirrorlk-2d6840c4	tamilmirrorlk-2d6840c4	2026-01-07	தாழமுக்கம் வலுவடையும் சாத்தியம்	https://www.tamilmirror.lk/செய்திகள்/தாழமுக்கம்-வலுவடையும்-சாத்தியம்/175-370699	ta	tamilmirrorlk	1767755641.0
lk_news	2026-01-07-tamilmirrorlk-19cb3eea	tamilmirrorlk-19cb3eea	2026-01-07	நோயாளிகளுக்கான உணவு விநியோக திட்டம் ஆரம்பம்	https://www.tamilmirror.lk/செய்திகள்/நோயாளிகளுக்கான-உணவு-விநியோக-திட்டம்-ஆரம்பம்/175-370698	ta	tamilmirrorlk	1767755314.0
lk_news	2026-01-07-adalk-a835d202	adalk-a835d202	2026-01-07	මත්ද්‍රව්‍ය තොග විනාශ කිරිමේ ප්‍රගතිය ගැන ජනපතිගේ අවධානය	https://www.ada.lk/breaking_news/මත්ද්‍රව්‍ය-තොග-විනාශ-කිරිමේ-ප්‍රගතිය-ගැන-ජනපතිගේ-අවධානය/11-420660	si	adalk	1767753596.0
lk_news	2026-01-07-adalk-a948f846	adalk-a948f846	2026-01-07	කැළණිය පෙරහර නිසා රථවාහන ගමනය සීමා	https://www.ada.lk/breaking_news/කැළණිය-පෙරහර-නිසා-රථවාහන-ගමනය-සීමා/11-420659	si	adalk	1767752576.0
lk_news	2026-01-07-adalk-87555763	adalk-87555763	2026-01-07	අඩු පීඩන කලාපය ඉදිරි පැය 24දී පීඩන අවපාතයක් වෙයි, හෙට සිට වැස්සේ වැඩිවීමක්	https://www.ada.lk/breaking_news/අඩු-පීඩන-කලාපය-ඉදිරි-පැය-24දී-පීඩන-අවපාතයක්-වෙයි--හෙට-සිට-වැස්සේ-වැඩිවීමක්/11-420658	si	adalk	1767751657.0
lk_news	2026-01-07-dailyftlk-12830e0d	dailyftlk-12830e0d	2026-01-07	President reviews national anti-narcotics drive	https://www.ft.lk/news/President-reviews-national-anti-narcotics-drive/56-786617	en	dailyftlk	1767744711.0
lk_news	2026-01-07-colombotelegraphcom-8312f5d4	colombotelegraphcom-8312f5d4	2026-01-07	An Open Letter To Harini Amarasuriya, The Prime Minister Of Sri Lanka	https://www.colombotelegraph.com/index.php/an-open-letter-to-harini-amarasuriya-the-prime-minister-of-sri-lanka/	en	colombotelegraphcom	1767744705.0
lk_news	2026-01-07-dailyftlk-1b6a074e	dailyftlk-1b6a074e	2026-01-07	Graveside memorial service tomorrow to mark 17th anniversary of Lasantha’s assassination	https://www.ft.lk/news/Graveside-memorial-service-tomorrow-to-mark-17thanniversary-ofLasantha-s-assassination/56-786616	en	dailyftlk	1767744575.0
lk_news	2026-01-07-dailyftlk-cf134f7a	dailyftlk-cf134f7a	2026-01-07	Met Dept. forecasts heavy rain, gusty winds	https://www.ft.lk/news/Met-Dept-forecasts-heavy-rain-gusty-winds/56-786615	en	dailyftlk	1767744455.0
lk_news	2026-01-07-dailyftlk-2ec0acc3	dailyftlk-2ec0acc3	2026-01-07	NOLIMIT expands to North with grand opening of 28th store in Jaffna	https://www.ft.lk/business/NOLIMIT-expands-to-North-with-grand-opening-of-28th-store-in-Jaffna/34-786614	en	dailyftlk	1767744379.0
lk_news	2026-01-07-dailyftlk-de69fc8a	dailyftlk-de69fc8a	2026-01-07	BASL adopts LankaSign digital signatures to advance transformation of legal sector	https://www.ft.lk/business/BASL-adopts-LankaSign-digital-signatures-to-advance-transformation-of-legal-sector/34-786613	en	dailyftlk	1767744274.0
lk_news	2026-01-07-dailyftlk-a3f364be	dailyftlk-a3f364be	2026-01-07	FACETS 2026 concludes successfully	https://www.ft.lk/business/FACETS-2026-concludes-successfully/34-786607	en	dailyftlk	1767743675.0
lk_news	2026-01-07-dailyftlk-ddb28066	dailyftlk-ddb28066	2026-01-07	Cabinet clears move to lease 24 ex-ministerial bungalows under PPP model	https://www.ft.lk/business/Cabinet-clears-move-to-lease-24-ex-ministerial-bungalows-under-PPP-model/34-786606	en	dailyftlk	1767743563.0
